time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2015-01-11 24:00:00,489732089.289663,    0.000000,4629388.253299,    0.000000,    0.000000,    0.000000,    0.000000,-18100.992479,    0.000000,    0.000000,    0.000000,   24.869304,39384327.952595,    0.128183,    0.000000,  100.000000,    0.000000,    0.282484,    0.719868,    0.719868,    0.719868,   69.926888,  -13.048565,   -0.001101,  -81.520958,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    0.000000,    0.444138,    0.001300,    0.001613,    0.000000
2015-01-12 24:00:00,489093745.670517,    0.000000,5242377.016418,    0.000000,    0.000000,    0.000000,    0.000000,-22382.482637,    0.000000,    0.000000,    0.000000,   24.853083,39358640.124688,    0.145251,    0.000000,  100.000000,    0.000000,    0.295538,    0.871203,    0.871203,    0.871203,   73.997829,  -16.145518,   -0.001287,  -88.851503,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    0.000000,    0.444194,    0.001300,    0.001613,    0.000000
2015-01-13 24:00:00,488278032.570702,    0.000000,6039693.582771,    0.000000,    0.000000,    0.000000,    0.000000,-13407.736498,    0.000000,    0.000000,    0.000000,   24.832355,39325814.704176,    0.167482,    0.000000,  100.000000,    0.000000,    0.307791,    1.040282,    1.040282,    1.040282,   69.573232,   -9.679692,   -0.002010, -115.423126,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    0.000000,    0.444266,    0.001300,    0.001613,    0.000000
2015-01-14 24:00:00,487730099.333947,    0.000000,6565077.301955,    0.000000,    0.000000,    0.000000,    0.000000,-18443.760770,    0.000000,    0.000000,    0.000000,   24.818432,39303765.114788,    0.182153,    0.000000,  100.000000,    0.000000,    0.321571,    1.147199,    1.102546,    1.102546,   49.534156,  -13.322911,   -0.001670,  -79.171676,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,   11.540478,    0.435110,    0.001300,    0.001613,    0.000000
2015-01-15 24:00:00,487471411.228059,    0.000000,6806146.884518,    0.000000,    0.000000,    0.000000,    0.000000,-15472.066637,    0.000000,    0.000000,    0.000000,   24.811859,39293355.148516,    0.188892,    0.000000,  100.000000,    0.000000,    0.329663,    1.223905,    0.943347,    0.943347,   58.695076,  -11.179259,   -0.001054,  -58.186036,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    6.914448,    0.435166,    0.001300,    0.001613,    0.000000
2015-01-16 24:00:00,487291930.951087,    0.000000,6977259.960626,    0.000000,    0.000000,    0.000000,    0.000000,-6800.055348,    0.000000,    0.000000,    0.000000,   24.807298,39286132.614555,    0.193676,    0.000000,  100.000000,    0.000000,    0.333164,    1.271706,    0.978872,    0.978872,   54.911443,   -4.914247,   -0.000457,  -54.861256,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    6.937294,    0.435191,    0.001300,    0.001613,    0.000000
2015-01-17 24:00:00,487241942.848590,    0.000000,7020097.948864,    0.000000,    0.000000,    0.000000,    0.000000,-6702.309431,    0.000000,    0.000000,    0.000000,   24.806028,39284121.024346,    0.194875,    0.000000,  100.000000,    0.000000,    0.335576,    1.312146,    0.844171,    0.844171,   53.092545,   -2.933496,   -0.000070,  -44.071874,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    3.111806,    0.435215,    0.001300,    0.001613,    0.000000
2015-01-18 24:00:00,487167231.852473,    0.000000,7092884.209573,    0.000000,    0.000000,    0.000000,    0.000000,-1245.245131,    0.000000,    0.000000,    0.000000,   24.804129,39281114.550790,    0.196911,    0.000000,  100.000000,    0.000000,    0.336172,    1.346974,    0.889719,    0.889719,   57.984138,   -0.900026,    0.000381,  -48.392101,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    8.658340,    0.435215,    0.001300,    0.001613,    0.000000
2015-01-19 24:00:00,487032547.532698,    0.000000,7223594.643760,    0.000000,    0.000000,    0.000000,    0.000000,-2721.639968,    0.000000,    0.000000,    0.000000,   24.800707,39275694.667948,    0.200567,    0.000000,  100.000000,    0.000000,    0.337174,    1.382165,    0.956838,    0.956838,   50.883658,   -1.228725,    0.000196,  -53.096030,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    5.897432,    0.435243,    0.001300,    0.001613,    0.000000
2015-01-20 24:00:00,487196672.460472,    0.000000,7055583.372665,    0.000000,    0.000000,    0.000000,    0.000000,-5409.654872,    0.000000,    0.000000,    0.000000,   24.804878,39282299.281472,    0.195869,    0.000000,  100.000000,    0.000000,    0.336655,    1.399726,    0.440799,    0.440799,   29.259833,   -2.259472,   -0.000140,   -6.187141,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,   14.943631,    0.435243,    0.001300,    0.001613,    0.000000
2015-01-21 24:00:00,487213393.331842,    0.000000,7034075.219447,    0.000000,    0.000000,    0.000000,    0.000000,-4939.499035,    0.000000,    0.000000,    0.000000,   24.805302,39282972.152405,    0.195269,    0.000000,  100.000000,    0.000000,    0.336275,    1.413678,    0.325304,    0.325304,   23.179783,   -3.569952,   -0.000118,  -11.390449,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,   36.099833,    0.435243,    0.001300,    0.001613,    0.000000
2015-01-22 24:00:00,487047029.425503,    0.000000,7198475.212277,    0.000000,    0.000000,    0.000000,    0.000000, -424.819437,    0.000000,    0.000000,    0.000000,   24.801075,39276277.439294,    0.199867,    0.000000,  100.000000,    0.000000,    0.336366,    1.457359,    0.828764,    0.828764,   72.996995,   -0.307084,    0.000183,  -59.846073,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    9.537453,    0.435243,    0.001300,    0.001613,    0.000000
2015-01-23 24:00:00,486797962.801668,    0.000000,7443324.435297,    0.000000,    0.000000,    0.000000,    0.000000,-2642.822273,    0.000000,    0.000000,    0.000000,   24.794725,39266221.037267,    0.206718,    0.000000,  100.000000,    0.000000,    0.338613,    1.506295,    1.094701,    1.094701,   64.767827,   -1.910877,    0.000360,  -72.208291,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    3.143946,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-24 24:00:00,486809850.230413,    0.000000,7428061.413434,    0.000000,    0.000000,    0.000000,    0.000000,-3445.248238,    0.000000,    0.000000,    0.000000,   24.795028,39266701.336598,    0.206292,    0.000000,  100.000000,    0.000000,    0.341660,    1.537990,    0.901134,    0.901134,   53.739540,   -0.673241,    0.000326,  -41.566319,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,   18.778909,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-25 24:00:00,486793124.125341,    0.000000,7433794.263092,    0.000000,    0.000000,    0.000000,    0.000000,-10894.747395,    0.000000,    0.000000,    0.000000,   24.794601,39266025.535528,    0.206454,    0.000000,  100.000000,    0.000000,    0.341167,    1.569409,    0.815681,    0.815681,   53.027354,   -7.877420,    0.000164,  -31.408358,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    4.113832,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-26 24:00:00,486481363.232867,    0.000000,7734182.504581,    0.000000,    0.000000,    0.000000,    0.000000,-9436.013034,    0.000000,    0.000000,    0.000000,   24.786647,39253429.157361,    0.214866,    0.000000,  100.000000,    0.000000,    0.341747,    1.581888,    1.222654,    1.222654,   21.329745,   -6.824876,   -0.000347,  -53.778990,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    7.290852,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-27 24:00:00,486685647.495226,    0.000000,7525915.189812,    0.000000,    0.000000,    0.000000,    0.000000,-5275.050264,    0.000000,    0.000000,    0.000000,   24.791859,39261683.052844,    0.209036,    0.000000,  100.000000,    0.000000,    0.342779,    1.615349,    0.615743,    0.615743,   56.859473,   -2.539793,   -0.000315,  -18.889140,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,   40.721580,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-28 24:00:00,486543741.525770,    0.000000,7662059.710117,    0.000000,    0.000000,    0.000000,    0.000000,-4872.374084,    0.000000,    0.000000,    0.000000,   24.788239,39255949.488120,    0.212849,    0.000000,  100.000000,    0.000000,    0.342949,    1.655874,    0.879458,    0.879458,   69.179290,   -3.523862,    0.000074,  -58.923229,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    1.809518,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-29 24:00:00,486630562.226644,    0.000000,7566926.730135,    0.000000,    0.000000,    0.000000,    0.000000,-8860.545131,    0.000000,    0.000000,    0.000000,   24.790454,39259457.389231,    0.210187,    0.000000,  100.000000,    0.000000,    0.343314,    1.687736,    0.538501,    0.538501,   54.162155,   -5.715733,    0.000076,  -24.047333,    0.000000,    0.000000,    0.409435,    9.284031,    2.438505,    1.183030,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-30 24:00:00,486366073.072748,    0.000000,7814297.030842,    0.000000,    0.000000,    0.000000,    0.000000,-15405.405549,    0.000000,    0.000000,    0.000000,   24.783706,39248770.977035,    0.217117,    0.000000,  100.000000,    0.000000,    0.343480,    1.716682,    1.089715,    1.089715,   49.573040,  -11.143738,   -0.000360,  -52.955219,    0.167855,    0.000000,    0.409435,    9.284031,    2.438505,   13.170419,    0.435278,    0.001300,    0.001613,    0.000000
2015-01-31 24:00:00,486235206.083251,    0.000000,7940004.955082,    0.000000,    0.000000,    0.000000,    0.000000,-4261.526085,    0.000000,    0.000000,    0.000000,   24.780367,39243483.430941,    0.220640,    0.000000,  100.000000,    0.000000,    0.346624,    1.760936,    1.186636,    1.186636,   76.330420,   -3.083056,   -0.000036,  -67.772443,    1.411130,    0.000000,    0.409435,    9.284031,    2.438505,   22.179223,    0.435278,    0.001300,    0.001613,    0.000000
2015-02-01 24:00:00,486288920.348525,    0.000000,7857786.249788,    0.000000,    0.000000,    0.000000,    0.000000,-28876.241369,    0.000000,    0.000000,    0.000000,   24.781738,39245653.700576,    0.218343,    0.000000,  100.000000,    0.000000,    0.346973,    1.794254,    0.838894,    0.838894,   57.185940,  -20.889734,   -0.000495,  -16.716757,    2.016734,    0.000000,    0.409435,    9.284031,    2.438505,    1.231877,    0.435278,    0.001300,    0.001613,    0.000000
2015-02-02 24:00:00,485882016.581344, -917.827824,8244169.341802,    0.000000,    0.000000,    0.000000,    0.000000,-18989.301882,    0.000000,    0.000000,  503.349056,   24.771356,39229213.172427,    0.229175,   -0.000047,  500.000000,    0.000000,    0.347170,    1.841088,    1.721335,    1.721335,   81.223561,  -13.743053,   -0.001065,  -87.830915,    3.472342,    0.000000,    0.409435,    9.284031,    2.438505,    8.229992,    0.435406,    0.001300,    0.001613,    0.000000
2015-02-03 24:00:00,485734299.333841, -917.688185,8377224.862556,    0.000000,    0.000000,    0.000000,    0.000000,-13511.233787,    0.000000,    0.000000,    0.000000,   24.767587,39223244.808991,    0.232910,   -0.000047,  500.000000,    0.000000,    0.351876,    1.903952,    1.333913,    1.333913,   70.615222,   -9.668437,   -0.001358,  -66.223541,    3.671262,    0.000000,    0.409435,    9.284031,    2.438505,   13.792227,    0.435454,    0.001300,    0.001613,    0.000000
2015-02-04 24:00:00,485679479.107502,  -34.109973,8411555.405871,    0.000000,    0.000000,    0.000000,    0.000000,-20556.722974,    0.000000,    0.000000,  471.996839,   24.766189,39221029.854137,    0.233877,   -0.000002,  500.000000,    0.000000,    0.353327,    1.937517,    1.207913,    1.207913,   59.176819,  -14.880540,   -0.000926,  -38.445381,    5.385091,    0.000000,    0.409435,    9.284031,    2.438505,    2.592140,    0.435454,    0.001300,    0.001613,    0.000000
2015-02-05 24:00:00,485132643.605535,  -34.090758,8938867.133546,    0.000000,    0.000000,    0.000000,    0.000000,-14825.980935,    0.000000,    0.000000,    0.000000,   24.752237,39198935.528184,    0.248679,   -0.000002,  500.000000,    0.000000,    0.353855,    2.011106,    1.907425,    1.907425,   85.537896,  -10.738237,   -0.001475, -113.268773,    7.022948,    0.000000,    0.409435,    9.284031,    2.438505,    2.768323,    0.435522,    0.001300,    0.001613,    0.000000
2015-02-06 24:00:00,484976039.793678,  -34.085255,9079480.068323,    0.000000,    0.000000,    0.000000,    0.000000,-14536.162573,    0.000000,    0.000000,    0.000000,   24.748242,39192608.112257,    0.252631,   -0.000002,  500.000000,    0.000000,    0.359856,    2.060347,    1.397745,    1.397745,   49.495688,  -10.530025,   -0.001207,  -58.281322,    5.145276,    0.000000,    0.409435,    9.284031,    2.438505,    8.808409,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-07 24:00:00,484982017.863496,  -34.085465,9067465.269450,    0.000000,    0.000000,    0.000000,    0.000000,-6093.317444,    0.000000,    0.000000,    0.000000,   24.748394,39192849.650019,    0.252296,   -0.000002,  500.000000,    0.000000,    0.361317,    2.100416,    1.101946,    1.101946,   73.096430,   -3.004907,   -0.000378,  -56.678577,    6.637401,    0.000000,    0.409435,    9.284031,    2.438505,    4.891103,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-08 24:00:00,485168325.973107,  -34.092012,8874492.074528,    0.000000,    0.000000,    0.000000,    0.000000,-8392.717133,    0.000000,    0.000000,    0.000000,   24.753148,39200377.237541,    0.246879,   -0.000002,  500.000000,    0.000000,    0.358998,    2.139059,    0.661620,    0.661620,   69.929724,   -1.085099,    0.000099,  -31.677733,    9.466574,    0.000000,    0.409435,    9.284031,    2.438505,    4.304739,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-09 24:00:00,485143441.706928,  -34.091138,8881797.010029,    0.000000,    0.000000,    0.000000,    0.000000,-17351.458713,    0.000000,    0.000000,    0.000000,   24.752513,39199371.814364,    0.247088,   -0.000002,  500.000000,    0.000000,    0.358899,    2.179068,    0.690475,    0.690475,   72.229142,  -12.567263,   -0.000536,  -38.179735,   10.982623,    0.000000,    0.409435,    9.284031,    2.438505,    7.420956,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-10 24:00:00,484962572.821089,  -34.084782,9052055.980925,    0.000000,    0.000000,    0.000000,    0.000000,-8927.450429,    0.000000,    0.000000,    0.000000,   24.747898,39192063.993083,    0.251872,   -0.000002,  500.000000,    0.000000,    0.359227,    2.218480,    1.030325,    1.030325,   71.789699,   -4.740477,   -0.000503,  -68.204768,    7.401166,    0.000000,    0.409435,    9.284031,    2.438505,    3.587384,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-11 24:00:00,485067758.852689,  -34.088478,8926292.316414,    0.000000,    0.000000,    0.000000,    0.000000,-21562.112784,    0.000000,    0.000000,    0.000000,   24.750582,39196313.926490,    0.248346,   -0.000002,  500.000000,    0.000000,    0.359556,    2.249414,    0.605887,    0.605887,   55.913878,  -15.618161,   -0.000335,  -15.250286,   11.031161,    0.000000,    0.409435,    9.284031,    2.438505,    1.186537,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-12 24:00:00,484704677.283600,  -34.075720,9262334.296154,    0.000000,    0.000000,    0.000000,    0.000000,-23555.861991,    0.000000,    0.000000,    0.000000,   24.741318,39181643.989176,    0.257791,   -0.000002,  500.000000,    0.000000,    0.359725,    2.299082,    1.468672,    1.468672,   90.704316,  -17.068689,   -0.000746,  -83.407567,   13.744035,    0.000000,    0.409435,    9.284031,    2.438505,    8.168973,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-13 24:00:00,484505021.415314,  -34.068704,9438954.796906,    0.000000,    0.000000,    0.000000,    0.000000,-21012.469743,    0.000000,    0.000000,    0.000000,   24.736225,39173577.099194,    0.262761,   -0.000002,  500.000000,    0.000000,    0.363393,    2.320556,    1.461125,    1.461125,   39.503541,  -15.228870,   -0.001265,  -50.304021,    9.902266,    0.000000,    0.409435,    9.284031,    2.438505,    2.505400,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-14 24:00:00,484335051.603613,  -34.062732,9571689.450980,    0.000000,    0.000000,    0.000000,    0.000000,-35451.793155,    0.000000,    0.000000,    0.000000,   24.731888,39166709.643793,    0.266503,   -0.000002,  500.000000,    0.000000,    0.365274,    2.362715,    1.582886,    1.582886,   77.763122,  -25.698331,   -0.000856,  -54.645609,   13.757260,    0.000000,    0.409435,    9.284031,    2.438505,    1.556052,    0.435568,    0.001300,    0.001613,    0.000000
2015-02-15 24:00:00,483995455.939089,  -34.050799,9892313.334590,    0.000000,    0.000000,    0.000000,    0.000000,-15247.631309,    0.000000,    0.000000,    0.000000,   24.723224,39152988.630294,    0.275527,   -0.000002,  500.000000,    0.000000,    0.366670,    2.395368,    1.861303,    1.861303,   57.402915,  -11.056592,   -0.001869,  -83.736332,   12.051222,    0.000000,    0.409435,    9.284031,    2.438505,   44.184321,    0.430464,    0.001300,    0.001613,    0.000000
2015-02-16 24:00:00,483902556.750850,  -34.047534,9973249.669777,    0.000000,    0.000000,    0.000000,    0.000000,-10904.086779,    0.000000,    0.000000,    0.000000,   24.720854,39149235.134154,    0.277808,   -0.000002,  500.000000,    0.000000,    0.369967,    2.433115,    1.594440,    1.594440,   71.227391,   -7.907693,   -0.001387,  -67.435206,   14.133288,    0.000000,    0.409435,    9.284031,    2.438505,   15.543092,    0.430464,    0.001300,    0.001613,    0.000000
2015-02-17 24:00:00,483793296.460405,  -34.043695,10058301.796765,    0.000000,    0.000000,    0.000000,    0.000000,-22939.436144,    0.000000,    0.000000,    0.000000,   24.718066,39144820.584510,    0.280208,   -0.000002,  500.000000,    0.000000,    0.370785,    2.473648,    1.470938,    1.470938,   76.706357,  -16.637660,   -0.001025,  -60.342177,   15.568820,    0.000000,    0.409435,    9.284031,    2.438505,    6.035951,    0.430464,    0.001300,    0.001613,    0.000000
2015-02-18 24:00:00,483518683.447603,  -34.034046,10302169.785951,    0.000000,    0.000000,    0.000000,    0.000000,-27457.803779,    0.000000,    0.000000,    0.000000,   24.711060,39133725.128209,    0.287083,   -0.000002,  500.000000,    0.000000,    0.371640,    2.514326,    1.811269,    1.811269,   77.420377,  -19.920416,   -0.001314,  -73.968198,   16.580566,    0.000000,    0.409435,    9.284031,    2.438505,    2.135648,    0.430464,    0.001300,    0.001613,    0.000000
2015-02-19 24:00:00,483228880.729809,  -34.023862,10566327.126126,    0.000000,    0.000000,    0.000000,    0.000000,-22018.506445,    0.000000,    0.000000,    0.000000,   24.703666,39122015.947504,    0.294533,   -0.000002,  500.000000,    0.000000,    0.374053,    2.559095,    2.032249,    2.032249,   87.330290,  -15.979031,   -0.001699,  -93.327643,   18.016963,    0.000000,    0.409435,    9.284031,    2.438505,   19.287681,    0.430640,    0.001300,    0.001613,    0.000000
2015-02-20 24:00:00,482978930.628573,  -34.015064,10784595.271420,    0.000000,    0.000000,    0.000000,    0.000000,-28845.694181,    0.000000,    0.000000,    0.000000,   24.697278,39111899.554788,    0.300695,   -0.000002,  500.000000,    0.000000,    0.376611,    2.594087,    1.951232,    1.951232,   62.978251,  -20.938998,   -0.001739,  -72.417234,    8.276474,    0.000000,    0.409435,    9.284031,    2.438505,    2.177117,    0.430696,    0.001300,    0.001613,    0.000000
2015-02-21 24:00:00,483177043.775419,  -34.022041,10575373.665926,    0.000000,    0.000000,    0.000000,    0.000000,-13276.258664,    0.000000,    0.000000,    0.000000,   24.702344,39119921.528684,    0.294801,   -0.000002,  500.000000,    0.000000,    0.376679,    2.630719,    1.038612,    1.038612,   71.248865,   -8.587927,   -0.000991,  -34.826550,   11.381421,    0.000000,    0.409435,    9.284031,    2.438505,   13.480481,    0.430696,    0.001300,    0.001613,    0.000000
2015-02-22 24:00:00,482922523.974220,  -34.013074,10804835.117374,    0.000000,    0.000000,    0.000000,    0.000000,-22361.917479,    0.000000,    0.000000,    0.000000,   24.695833,39109611.256275,    0.301277,   -0.000002,  500.000000,    0.000000,    0.376702,    2.677487,    1.464473,    1.464473,   91.437733,  -16.233395,   -0.000853,  -81.076521,   20.448154,    0.000000,    0.409435,    9.284031,    2.438505,    2.445993,    0.430696,    0.001300,    0.001613,    0.000000
2015-02-23 24:00:00,482590971.322207,  -34.001376,11118074.268753,    0.000000,    0.000000,    0.000000,    0.000000,-15094.700510,    0.000000,    0.000000,    0.000000,   24.687340,39096160.867320,    0.310117,   -0.000002,  500.000000,    0.000000,    0.378879,    2.730114,    1.944969,    1.944969,  103.928805,  -10.961606,   -0.001588, -108.812175,   24.221795,    0.000000,    0.409435,    9.284031,    2.438505,    3.788649,    0.430696,    0.001300,    0.001613,    0.000000
2015-02-24 24:00:00,482495990.866094,  -33.998025,11183632.188425,    0.000000,    0.000000,    0.000000,    0.000000,-28458.353643,    0.000000,    0.000000,    0.000000,   24.684907,39092307.711358,    0.311977,   -0.000002,  500.000000,    0.000000,    0.381787,    2.764335,    1.558306,    1.558306,   67.878936,  -20.668182,   -0.001062,  -57.812583,   20.127308,    0.000000,    0.409435,    9.284031,    2.438505,    3.225989,    0.430696,    0.001300,    0.001613,    0.000000
2015-02-25 24:00:00,482470920.794864,  -33.997141,11198563.587054,    0.000000,    0.000000,    0.000000,    0.000000,-9881.091899,    0.000000,    0.000000,    0.000000,   24.684265,39091290.671660,    0.312401,   -0.000002,  500.000000,    0.000000,    0.382389,    2.805445,    1.309910,    1.309910,   81.715420,   -4.468261,   -0.000799,  -70.164234,   20.255342,    0.000000,    0.409435,    9.284031,    2.438505,   20.625913,    0.430696,    0.001300,    0.001613,    0.000000
2015-02-26 24:00:00,482438066.297809,  -51.866443,11202173.664199,    0.000000,    0.000000,    0.000000,    0.000000,-29262.487680,    0.000000,    0.000000,  306.225535,   24.683423,39089957.834291,    0.312513,   -0.000003,  500.000000,    0.000000,    0.382477,    2.845095,    1.111244,    1.111244,   78.539529,  -21.253470,   -0.001406,  -45.873339,   20.056383,    0.000000,    0.409435,    9.284031,    2.438505,    4.105315,    0.430696,    0.001300,    0.001613,    0.000000
2015-02-27 24:00:00,482351964.815022,  -51.861809,11268181.592550,    0.000000,    0.000000,    0.000000,    0.000000,-19197.178800,    0.000000,    0.000000,    0.000000,   24.681217,39086464.879474,    0.314382,   -0.000003,  500.000000,    0.000000,    0.382562,    2.893654,    1.130305,    1.130305,   96.401507,  -13.944239,   -0.001405,  -68.177175,   26.585293,    0.000000,    0.409435,    9.284031,    2.438505,    7.926207,    0.430696,    0.001300,    0.001613,    0.000000
